title,location,link,company
Praktikum oder Masterarbeit im Bereich Modellierung und Simulation von Hochdruck Hydraulikpumpen,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-oder-Masterarbeit-im-Bereich-Modellierung-und-Simulation-von-Hochdruck-Hydraulikpumpen-Horb-am-Neckar?id=744000063265932,Bosch
Praktikum / Masterarbeit - Hydrauliksimulation von Hochdruckhydraulikpumpen,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-_-Masterarbeit-Hydrauliksimulation-von-Hochdruckhydraulikpumpen-Horb-am-Neckar?id=744000063260797,Bosch
Praktikum in der Montage- und Prüfplanung für Hydraulikpumpen,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-in-der-Montage-und-Pruefplanung-fuer-Hydraulikpumpen-Horb-am-Neckar?id=744000063260825,Bosch
Praktikum im Bereich Neuentwicklung von Hydraulikpumpen und -motoren,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Neuentwicklung-von-Hydraulikpumpen-und-motoren-Horb-am-Neckar?id=744000063259383,Bosch
Praktikum im Bereich Digitalisierung in der Fertigung (Produktionsnahe-IT),"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Digitalisierung-in-der-Fertigung-Produktionsnahe-IT-Horb-am-Neckar?id=744000063260188,Bosch
Abschlussarbeit (Bachelor / Master) - Connectivity und Digitalisierung,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Abschlussarbeit-Bachelor-_-Master-Connectivity-und-Digitalisierung-Horb-am-Neckar?id=744000063258377,Bosch
Praktikum: Entwicklung einer optimierten Betriebsstrategie von Hydraulikpumpen,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum_-Entwicklung-einer-optimierten-Betriebsstrategie-von-Hydraulikpumpen-Horb-am-Neckar?id=744000063259545,Bosch
Praktikum im Bereich Qualitätsmanagement - Fokusbereich Messtechnik,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Qualitaetsmanagement-Fokusbereich-Messtechnik-Horb-am-Neckar?id=744000063259035,Bosch
Praktikum im Bereich KI-basierte Auswertung von Betriebsdaten von Hydraulikpumpen,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-KI-basierte-Auswertung-von-Betriebsdaten-von-Hydraulikpumpen-Horb-am-Neckar?id=744000063258750,Bosch
Werkstudent im Bereich Cybersecurity Learning (w/m/div.),"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Bereich-Cybersecurity-Learning-w_m_div.-Stuttgart?id=744000063258515,Bosch
Praktikum: Weiterentwicklung eines entwicklungsunterstützenden Tools,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum_-Weiterentwicklung-eines-entwicklungsunterstuetzenden-Tools-Horb-am-Neckar?id=744000063258145,Bosch
Pflichtpraktikum im Bereich Cybersecurity Learning,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Cybersecurity-Learning-Stuttgart?id=744000063257955,Bosch
Pflichtpraktikum im Bereich Digitalisierung im Projekteinkauf eMobility,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Digitalisierung-im-Projekteinkauf-eMobility-Reutlingen?id=744000063253794,Bosch
Master Thesis Approximating Model Predictive Controllers Using Imitation Learning,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-Approximating-Model-Predictive-Controllers-Using-Imitation-Learning-Renningen?id=744000063225065,Bosch
Thesis in Transfer Learning for Data-Based Control of Hydraulic Cylinders,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Thesis-in-Transfer-Learning-for-Data-Based-Control-of-Hydraulic-Cylinders-Renningen?id=744000063212478,Bosch
Praktikum im Bereich Erprobung ABS/ESP Systeme,"Abstatt, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Erprobung-ABS_ESP-Systeme-Abstatt?id=744000063046308,Bosch
Praktikum im Bereich Feldversuche Wärmepumpe,"Wernau (Neckar), Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Feldversuche-Waermepumpe-Wernau-Neckar?id=744000063026355,Bosch
Working student in Motion Sensor Project Management (f/m/div.),"Kusterdingen, Baden-Württemberg",https://jobs.bosch.de/job/Working-student-in-Motion-Sensor-Project-Management-f_m_div.-Kusterdingen?id=744000063005790,Bosch
Praktikum - Modernisierung eines hydraulischen Entwicklungsprüfstandes,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-Modernisierung-eines-hydraulischen-Entwicklungspruefstandes-Horb-am-Neckar?id=744000062985788,Bosch
Internship in Innovating Output Stage Diagnostics with Aurix,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Innovating-Output-Stage-Diagnostics-with-Aurix-Schwieberdingen?id=744000062775159,Bosch
Praktikum Konstruktion und technische Projektleitung im Sondermaschinenbau,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-Konstruktion-und-technische-Projektleitung-im-Sondermaschinenbau-Stuttgart?id=744000062744665,Bosch
Masterarbeit Datenanalyse und Modellierung repräsentativer Nutzungsmuster für die Auslegung von Fahrzeugkomponenten,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Masterarbeit-Datenanalyse-und-Modellierung-repraesentativer-Nutzungsmuster-fuer-die-Auslegung-von-Fahrzeugkomponenten-Renningen?id=744000062410383,Bosch
Werkstudent in der UX Strategie - Driving and parking experience (w/m/div.),"Leonberg, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-in-der-UX-Strategie-Driving-and-parking-experience-w_m_div.-Leonberg?id=744000062387292,Bosch
Praktikum im Bereich Reliability Engineering Bremsregelsysteme,"Abstatt, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Reliability-Engineering-Bremsregelsysteme-Abstatt?id=744000061864444,Bosch
Praktikum in der Entwicklung im Bereich Prüftechnik für ASICs,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-in-der-Entwicklung-im-Bereich-Prueftechnik-fuer-ASICs-Reutlingen?id=744000061802908,Bosch
"Praktikum in der Entwicklung - hydraulische Funktionen, Software und Simulationen","Ulm, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-in-der-Entwicklung-hydraulische-Funktionen-Software-und-Simulationen-Ulm?id=744000061762030,Bosch
Mandatory Internship in the Field of Research,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-in-the-Field-of-Research-Renningen?id=744000061616255,Bosch
Praktikum im Bereich Schwingfestigkeitsdatenbank – Proben & Bauteile,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Schwingfestigkeitsdatenbank-%E2%80%93-Proben-Bauteile-Renningen?id=744000061614525,Bosch
Praktikum Testing Data Engineering / Digitalisierung im Labor,"Bühlertal, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-Testing-Data-Engineering-_-Digitalisierung-im-Labor-Buehlertal?id=744000061608670,Bosch
Praktikum im Bereich Akustik Elektrischer Antriebe,"Bühlertal, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Akustik-Elektrischer-Antriebe-Buehlertal?id=744000061607936,Bosch
Praktikant*in im Bereich Entwicklung Medizintechnik (w/m/div.),"Waiblingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikantin-im-Bereich-Entwicklung-Medizintechnik-w_m_div.-Waiblingen?id=744000061594261,Bosch
Mandatory Internship - Software Development for Automotive Network Communication,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-Software-Development-for-Automotive-Network-Communication-Stuttgart?id=744000061467269,Bosch
Mandatory Internship in Project Support Compliance Digitalization,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-in-Project-Support-Compliance-Digitalization-Stuttgart?id=744000061461870,Bosch
Praktikum im Bereich der Entwicklung von Luft-Wasser-Wärmepumpen,"Wernau (Neckar), Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-der-Entwicklung-von-Luft-Wasser-Waermepumpen-Wernau-Neckar?id=744000061442243,Bosch
PreMaster Program - Development of Project Transparency and Generative AI,"Abstatt, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-Program-Development-of-Project-Transparency-and-Generative-AI-Abstatt?id=744000061174765,Bosch
Masterarbeit im Bereich adaptiver Regelung von elektrischen Antrieben,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Masterarbeit-im-Bereich-adaptiver-Regelung-von-elektrischen-Antrieben-Renningen?id=744000061168857,Bosch
Werksstudent im Bereich Netzwerksicherheit und Cybersecurity (w/m/div.),"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Werksstudent-im-Bereich-Netzwerksicherheit-und-Cybersecurity-w_m_div.-Reutlingen?id=744000060975105,Bosch
Mandatory Internship in Full Stack Development of GenAI-Based Enterprise Solutions,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-in-Full-Stack-Development-of-GenAI-Based-Enterprise-Solutions-Stuttgart?id=744000060944900,Bosch
Praktikum im Bereich Projektmanagement,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Projektmanagement-Reutlingen?id=744000060825284,Bosch
Praktikum in der Kreislaufwirtschaft - Untersuchung der Wiederverarbeitung von internen Kunststoff-Mischabfällen,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-in-der-Kreislaufwirtschaft-Untersuchung-der-Wiederverarbeitung-von-internen-Kunststoff-Mischabfaellen-Renningen?id=744000060768915,Bosch
Masterarbeit Multiskalare Datenanalyse von Oberflächentopografie,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Masterarbeit-Multiskalare-Datenanalyse-von-Oberflaechentopografie-Renningen?id=744000060768105,Bosch
Master Thesis in Development of a 2D Simulative Model for the Optimization of a Two-Phase Flow Cooling System,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-in-Development-of-a-2D-Simulative-Model-for-the-Optimization-of-a-Two-Phase-Flow-Cooling-System-Reutlingen?id=744000060767135,Bosch
Master Thesis in Multi-Scale Data Analysis of Surface Topography,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-in-Multi-Scale-Data-Analysis-of-Surface-Topography-Renningen?id=744000060759425,Bosch
Internship in Full Stack Application Development for GenAI-based Enterprise Applications,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Full-Stack-Application-Development-for-GenAI-based-Enterprise-Applications-Schwieberdingen?id=744000060691686,Bosch
Werkstudent im Bereich E-Bike Mechanikwerkstatt (w/m/div.),"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Bereich-E-Bike-Mechanikwerkstatt-w_m_div.-Reutlingen?id=744000060690355,Bosch
Masterarbeit im Bereich Automatische Extraktion elektrischer Schaltungen mit Deep Learning,"Leonberg, Baden-Württemberg",https://jobs.bosch.de/job/Masterarbeit-im-Bereich-Automatische-Extraktion-elektrischer-Schaltungen-mit-Deep-Learning-Leonberg?id=744000060533370,Bosch
Praktikum im Bereich Mechanik-Entwicklung von High Performance Fahrzeug-Computern,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Mechanik-Entwicklung-von-High-Performance-Fahrzeug-Computern-Schwieberdingen?id=744000060513060,Bosch
Praktikum in der Webentwicklung,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-in-der-Webentwicklung-Stuttgart?id=744000060511035,Bosch
PreMaster Programm - Aufbau von Prüfstand und Zelltests im Bereich PEM-Elektrolyseure,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/PreMaster-Programm-Aufbau-von-Pruefstand-und-Zelltests-im-Bereich-PEM-Elektrolyseure-Renningen?id=744000060509625,Bosch
Internship in the Development of MEMS Test Equipment,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-the-Development-of-MEMS-Test-Equipment-Reutlingen?id=744000060484032,Bosch
Pflichtpraktikum im Bereich Applikation Steuergeräte im Fahrzeug,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Applikation-Steuergeraete-im-Fahrzeug-Schwieberdingen?id=744000060275095,Bosch
Praktikum im Bereich Lasertechnik – Softwareentwicklung für die Laserstrahlformung,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Lasertechnik-%E2%80%93-Softwareentwicklung-fuer-die-Laserstrahlformung-Stuttgart?id=744000060136535,Bosch
Internship in Computer Vision for Production Quality Control,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Computer-Vision-for-Production-Quality-Control-Renningen?id=744000060135865,Bosch
Internship in Reconfigurable Intelligent Surfaces (RIS) in the Scope of Indoor and Outdoor Perception by Using 6G Networks,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Internship-in-Reconfigurable-Intelligent-Surfaces-RIS-in-the-Scope-of-Indoor-and-Outdoor-Perception-by-Using-6G-Networks-Renningen?id=744000059983255,Bosch
Mandatory Internship in Embedded Hardware for Automotive,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-in-Embedded-Hardware-for-Automotive-Schwieberdingen?id=744000059955146,Bosch
Pflichtpraktikum im Bereich Embedded Hardware - Automotive,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Embedded-Hardware-Automotive-Schwieberdingen?id=744000059955365,Bosch
Pflichtpraktikum in der Softwareentwicklung im Bereich Automotive Cloud,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-in-der-Softwareentwicklung-im-Bereich-Automotive-Cloud-Schwieberdingen?id=744000059952515,Bosch
Mandatory Internship in Software Development for Automotive Cloud,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-in-Software-Development-for-Automotive-Cloud-Schwieberdingen?id=744000059949472,Bosch
Mandatory Internship in Embedded Software Engineering for Automotive,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Mandatory-Internship-in-Embedded-Software-Engineering-for-Automotive-Schwieberdingen?id=744000059948705,Bosch
Pflichtpraktikum Embedded Software Engineering im Bereich Automotive,"Schwieberdingen, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-Embedded-Software-Engineering-im-Bereich-Automotive-Schwieberdingen?id=744000059948655,Bosch
Pflichtpraktikum im Bereich Entwicklung und Konstruktion,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Entwicklung-und-Konstruktion-Stuttgart?id=744000059663696,Bosch
Pflichtpraktikum im Musterbau - Schwerpunkt Entwicklung und Konstruktion,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Musterbau-Schwerpunkt-Entwicklung-und-Konstruktion-Stuttgart?id=744000059651458,Bosch
Praktikum im Bereich Versuch eBike,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Versuch-eBike-Reutlingen?id=744000059644707,Bosch
Praktikum im Bereich Modellierung und Simulation von Wärmepumpensystemen,"Wernau (Neckar), Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Modellierung-und-Simulation-von-Waermepumpensystemen-Wernau-Neckar?id=744000059632525,Bosch
Praktikum im Bereich Entwicklung und Aufbau von Forschungsdemonstratoren,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Entwicklung-und-Aufbau-von-Forschungsdemonstratoren-Renningen?id=744000059006791,Bosch
Praktikum im Projektmanagement und Reporting im Bereich Fertigungsdigitalisierung,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Projektmanagement-und-Reporting-im-Bereich-Fertigungsdigitalisierung-Reutlingen?id=744000058833160,Bosch
Werkstudent im Prozessmanagement Bosch eBike Systems (w/m/div.) - remote möglich,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Prozessmanagement-Bosch-eBike-Systems-w_m_div.-remote-moeglich-Reutlingen?id=744000058831000,Bosch
Pflichtpraktikum im Bereich Webentwicklung und IT Shopfloor,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Webentwicklung-und-IT-Shopfloor-Reutlingen?id=744000058795930,Bosch
Praktikum Datenanalyse in der Entwicklung und Fertigung von MEMS-Sensoren,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-Datenanalyse-in-der-Entwicklung-und-Fertigung-von-MEMS-Sensoren-Reutlingen?id=744000058790160,Bosch
Abschlussarbeit in der MEMS-Entwicklung,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Abschlussarbeit-in-der-MEMS-Entwicklung-Reutlingen?id=744000058561166,Bosch
Pflichtpraktikum im Bereich Elektronik Verpackung / Molden / Spritzguss,"Reutlingen, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Elektronik-Verpackung-_-Molden-_-Spritzguss-Reutlingen?id=744000058493325,Bosch
Werkstudent im Labor für mikromechanische Sensorik im Bereich Organisation von Verbrauchsmaterial (w/m/div.),"Kusterdingen, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Labor-fuer-mikromechanische-Sensorik-im-Bereich-Organisation-von-Verbrauchsmaterial-w_m_div.-Kusterdingen?id=744000058491768,Bosch
Master Thesis on the Influence of Reprocessing on the Material State of Engineering Plastics from End-Of-Life Vehicles and Re-additivation for Closed-loop Recycling,"Renningen, Baden-Württemberg",https://jobs.bosch.de/job/Master-Thesis-on-the-Influence-of-Reprocessing-on-the-Material-State-of-Engineering-Plastics-from-End-Of-Life-Vehicles-and-Re-additivation-for-Closed-loop-Recycling-Renningen?id=744000058059455,Bosch
Werkstudent im Labor für mikromechanische Sensorik (w/m/div.),"Kusterdingen, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Labor-fuer-mikromechanische-Sensorik-w_m_div.-Kusterdingen?id=744000058048375,Bosch
Werkstudent im Bereich Software und Konzeptentwicklung digitaler Lösungen im Motorradumfeld (w/m/div.),"Abstatt, Baden-Württemberg",https://jobs.bosch.de/job/Werkstudent-im-Bereich-Software-und-Konzeptentwicklung-digitaler-Loesungen-im-Motorradumfeld-w_m_div.-Abstatt?id=744000058048115,Bosch
Abschlussarbeit (Master) - Strukturdynamik von Axialkolbenpumpen,"Horb am Neckar, Baden-Württemberg",https://jobs.bosch.de/job/Abschlussarbeit-Master-Strukturdynamik-von-Axialkolbenpumpen-Horb-am-Neckar?id=744000057995655,Bosch
Praktikum im Bereich Entwicklung von Lab-on-Chip Assays (w/m/div.),"Waiblingen, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Entwicklung-von-Lab-on-Chip-Assays-w_m_div.-Waiblingen?id=744000057810536,Bosch
Pflichtpraktikum im Bereich Entwicklung und Konstruktion,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Pflichtpraktikum-im-Bereich-Entwicklung-und-Konstruktion-Stuttgart?id=744000057573996,Bosch
"Praktikum im Bereich Energieoptimierung, Erneuerbare Energien und CO2 Reduktion","Karlsruhe, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Energieoptimierung-Erneuerbare-Energien-und-CO2-Reduktion-Karlsruhe?id=744000057513625,Bosch
Praktikum im Bereich Prozessentwicklung Laserstrahlschweißen,"Stuttgart, Baden-Württemberg",https://jobs.bosch.de/job/Praktikum-im-Bereich-Prozessentwicklung-Laserstrahlschweissen-Stuttgart?id=744000056691057,Bosch
